"division","district","thana","post_code","sub_office"
"Sylhet","Sylhet","Balaganj","3127","Kathal Khair"
"Sylhet","Sylhet","Balaganj","3128","Gaharpur"
"Sylhet","Sylhet","Balaganj","3129","Natun Bazar"
"Sylhet","Sylhet","Balaganjgfhfghj","3123","Tajpur"
"Sylhet","Sylhet","Bianibazar","3170","Bianibazar"
"Sylhet","Sylhet","Bianibazar","3171","jaldup"
"Sylhet","Sylhet","Bianibazar","3172","Mathiura"
"Sylhet","Sylhet","Bianibazar","3173","Kurar bazar"
"Sylhet","Sylhet","Bianibazar","3174","Salia bazar"
"Sylhet","Sylhet","Bianibazar","3175","Churkai"
"Sylhet","Sylhet","Bishwanath","3130","Bishwanath"
"Sylhet","Sylhet","Bishwanath","3131","Dashghar"
"Sylhet","Sylhet","Bishwanath","3132","Doulathpur"
"Sylhet","Sylhet","Bishwanath","3133","Deokalas"
"Sylhet","Sylhet","Bishwanath","3134","Singer kanch"
"Sylhet","Sylhet","Fenchuganj","3116","Fenchuganj"
"Sylhet","Sylhet","Fenchuganj","3117","Fenchuganj SareKarkh"
"Sylhet","Sylhet","Goainghat","3150","Goainghat"
"Sylhet","Sylhet","Goainghat","3151","Jaflong"
"Sylhet","Sylhet","Goainghat","3152","Chiknagul"
"Sylhet","Sylhet","Golapganj","3160","Golapganj"
"Sylhet","Sylhet","Golapganj","3161","Dhaka Dakkshin"
"Sylhet","Sylhet","Golapganj","3162","Dakkhin Bhadashore"
"Sylhet","Sylhet","Golapganj","3163","Ranaping"
"Sylhet","Sylhet","Golapganj","3164","banigram"
"Sylhet","Sylhet","Golapganj","3165","Chandanpur"
"Sylhet","Sylhet","Jaintapur","3156","Jaintapur"
"Sylhet","Sylhet","Jakiganj","3190","Jakiganj"
"Sylhet","Sylhet","Jakiganj","3191","Ichhamati"
"Sylhet","Sylhet","Kanaighat","3180","Kanaighat"
"Sylhet","Sylhet","Kanaighat","3181","Chatulbazar"
"Sylhet","Sylhet","Kanaighat","3182","Manikganj"
"Sylhet","Sylhet","Kanaighat","3183","Gachbari"
"Sylhet","Sylhet","Kompanyganj","3140","Kompanyganj"
"Sylhet","Sylhet","Shahporan","3104","Jalalabad Cantoment"
"Sylhet","Sylhet","Sylhet Sadar","3100","Sylhet Sadar"
"Sylhet","Sylhet","Sylhet Sadar","3101","Sylhet Cadet Col"
"Sylhet","Sylhet","Sylhet Sadar","3102","Sylhet Biman Bondar"
"Sylhet","Sylhet","Sylhet Sadar","3103","Khadimnagar"
"Sylhet","Sylhet","Sylhet Sadar","3105","Silam"
"Sylhet","Sylhet","Sylhet Sadar","3106","Birahimpur"
"Sylhet","Sylhet","Sylhet Sadar","3107","Jalalabad"
"Sylhet","Sylhet","Sylhet Sadar","3108","Mogla"
"Sylhet","Sylhet","Sylhet Sadar","3109","Ranga Hajiganj"
"Sylhet","Sylhet","Sylhet Sadar","3111","Kadamtali"
"Sylhet","Sylhet","Sylhet Sadar","3112","Kamalbazer"
"Sylhet","Sylhet","Sylhet Sadar","3113","Lalbazar"
"Sylhet","Sylhet","Sylhet Sadar","3114","Shahajalal Science &amp;"
